Make,Model,Year,HP,Cylinders,Transmission,Drive Mode,Vehicle Style,MPG-H,MPG-C,Popularity,Price,HP_Type,Price_class
Acura,NSX,2004,252.0,6.0,AUTOMATIC,rear wheel drive,Coupe,22,16,204,89000,low,high
Acura,NSX,2005,290.0,6.0,MANUAL,rear wheel drive,Coupe,22,16,204,89000,low,high
Acura,NSX,2005,252.0,6.0,AUTOMATIC,rear wheel drive,Coupe,22,16,204,89000,low,high
Acura,NSX,2017,573.0,6.0,AUTOMATED_MANUAL,all wheel drive,Coupe,22,21,204,156000,high,high
Nissan,NV200,2015,131.0,4.0,AUTOMATIC,front wheel drive,Cargo Minivan,26,24,2009,21710,low,low
Nissan,NV200,2015,131.0,4.0,AUTOMATIC,front wheel drive,Cargo Minivan,26,24,2009,20720,low,low
Nissan,NV200,2016,131.0,4.0,AUTOMATIC,front wheel drive,Cargo Minivan,26,24,2009,21760,low,low
Nissan,NV200,2016,131.0,4.0,AUTOMATIC,front wheel drive,Cargo Minivan,26,24,2009,20870,low,low
Nissan,NV200,2017,131.0,4.0,AUTOMATIC,front wheel drive,Cargo Minivan,26,24,2009,22230,low,low
Nissan,NV200,2017,131.0,4.0,AUTOMATIC,front wheel drive,Cargo Minivan,26,24,2009,21330,low,low
Lexus,NX 200t,2015,235.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,28,21,454,35880,low,mid
Lexus,NX 200t,2015,235.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,22,454,36580,low,mid
Lexus,NX 200t,2015,235.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,28,21,454,37980,low,mid
Lexus,NX 200t,2015,235.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,22,454,34480,low,mid
Lexus,NX 200t,2016,235.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,22,454,34965,low,mid
Lexus,NX 200t,2016,235.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,22,454,37065,low,mid
Lexus,NX 200t,2016,235.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,28,22,454,36365,low,mid
Lexus,NX 200t,2016,235.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,27,22,454,38465,low,mid
Lexus,NX 200t,2017,235.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,27,22,454,38585,low,mid
Lexus,NX 200t,2017,235.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,28,22,454,36485,low,mid
Lexus,NX 200t,2017,235.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,22,454,37185,low,mid
Lexus,NX 200t,2017,235.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,22,454,35085,low,mid
Lexus,NX 300h,2015,194.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,31,35,454,39720,low,mid
Lexus,NX 300h,2015,194.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,30,33,454,41310,low,mid
Lexus,NX 300h,2016,194.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,30,33,454,41310,low,mid
Lexus,NX 300h,2016,194.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,31,35,454,39720,low,mid
Lexus,NX 300h,2017,194.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,30,33,454,39720,low,mid
Nissan,NX,1991,140.0,4.0,MANUAL,front wheel drive,2dr Hatchback,28,21,2009,2000,low,low
Nissan,NX,1991,110.0,4.0,MANUAL,front wheel drive,2dr Hatchback,35,24,2009,2000,low,low
Nissan,NX,1992,110.0,4.0,MANUAL,front wheel drive,2dr Hatchback,35,24,2009,2000,low,low
Nissan,NX,1992,140.0,4.0,MANUAL,front wheel drive,2dr Hatchback,28,20,2009,2000,low,low
Nissan,NX,1993,140.0,4.0,MANUAL,front wheel drive,2dr Hatchback,28,20,2009,2000,low,low
Nissan,NX,1993,110.0,4.0,MANUAL,front wheel drive,2dr Hatchback,34,24,2009,2000,low,low
Honda,Odyssey,2015,248.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,19,2202,37775,low,mid
Honda,Odyssey,2015,248.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,19,2202,35775,low,mid
Honda,Odyssey,2015,248.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,19,2202,28975,low,low
Honda,Odyssey,2015,248.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,19,2202,37375,low,mid
Honda,Odyssey,2015,248.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,19,2202,42030,low,mid
Honda,Odyssey,2015,248.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,19,2202,44600,low,mid
Honda,Odyssey,2015,248.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,19,2202,32275,low,mid
Honda,Odyssey,2016,248.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,19,2202,37650,low,mid
Honda,Odyssey,2016,248.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,19,2202,32550,low,mid
Honda,Odyssey,2016,248.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,19,2202,36050,low,mid
Honda,Odyssey,2016,248.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,19,2202,42305,low,mid
Honda,Odyssey,2016,248.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,19,2202,44875,low,mid
Honda,Odyssey,2016,248.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,19,2202,29400,low,low
Honda,Odyssey,2016,248.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,19,2202,38050,low,mid
Honda,Odyssey,2016,248.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,19,2202,33500,low,mid
Dodge,Omni,1990,93.0,4.0,MANUAL,front wheel drive,4dr Hatchback,31,22,1851,2000,low,low
Kia,Optima Hybrid,2015,199.0,4.0,AUTOMATIC,front wheel drive,Sedan,39,35,1720,32150,low,mid
Kia,Optima Hybrid,2015,199.0,4.0,AUTOMATIC,front wheel drive,Sedan,40,36,1720,25990,low,low
Kia,Optima Hybrid,2016,199.0,4.0,AUTOMATIC,front wheel drive,Sedan,39,35,1720,32195,low,mid
Kia,Optima Hybrid,2016,199.0,4.0,AUTOMATIC,front wheel drive,Sedan,40,36,1720,25995,low,low
Kia,Optima Hybrid,2017,192.0,4.0,AUTOMATIC,front wheel drive,Sedan,46,39,1720,25995,low,low
Kia,Optima Hybrid,2017,192.0,4.0,AUTOMATIC,front wheel drive,Sedan,46,39,1720,30990,low,mid
Kia,Optima,2014,199.0,4.0,AUTOMATIC,front wheel drive,Sedan,40,36,1720,25995,low,low
Kia,Optima,2014,274.0,4.0,AUTOMATIC,front wheel drive,Sedan,31,20,1720,27500,low,low
Kia,Optima,2014,192.0,4.0,AUTOMATIC,front wheel drive,Sedan,34,23,1720,25500,low,low
Kia,Optima,2014,192.0,4.0,AUTOMATIC,front wheel drive,Sedan,34,23,1720,21500,low,low
Kia,Optima,2014,199.0,4.0,AUTOMATIC,front wheel drive,Sedan,39,35,1720,31995,low,mid
Kia,Optima,2014,274.0,4.0,AUTOMATIC,front wheel drive,Sedan,31,20,1720,35300,low,mid
Kia,Optima,2014,192.0,4.0,AUTOMATIC,front wheel drive,Sedan,34,23,1720,23950,low,low
Kia,Optima,2015,192.0,4.0,AUTOMATIC,front wheel drive,Sedan,34,23,1720,25790,low,low
Kia,Optima,2015,192.0,4.0,AUTOMATIC,front wheel drive,Sedan,34,23,1720,21840,low,low
Kia,Optima,2015,274.0,4.0,AUTOMATIC,front wheel drive,Sedan,31,20,1720,27700,low,low
Kia,Optima,2015,274.0,4.0,AUTOMATIC,front wheel drive,Sedan,31,20,1720,35500,low,mid
Kia,Optima,2015,192.0,4.0,AUTOMATIC,front wheel drive,Sedan,34,23,1720,24340,low,low
Kia,Optima,2016,245.0,4.0,AUTOMATIC,front wheel drive,Sedan,32,22,1720,29940,low,low
Kia,Optima,2016,178.0,4.0,AUTOMATED_MANUAL,front wheel drive,Sedan,39,28,1720,24140,low,low
Kia,Optima,2016,185.0,4.0,AUTOMATIC,front wheel drive,Sedan,35,24,1720,25140,low,low
Kia,Optima,2016,185.0,4.0,AUTOMATIC,front wheel drive,Sedan,35,24,1720,22140,low,low
Kia,Optima,2016,245.0,4.0,AUTOMATIC,front wheel drive,Sedan,32,22,1720,36040,low,mid
Subaru,Outback,2015,175.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,33,25,640,30295,low,mid
Subaru,Outback,2015,175.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,33,25,640,24895,low,low
Subaru,Outback,2015,175.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,33,25,640,25195,low,low
Subaru,Outback,2015,175.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,33,25,640,29995,low,low
Subaru,Outback,2015,256.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,27,20,640,32995,low,mid
Subaru,Outback,2015,175.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,33,25,640,26995,low,low
Subaru,Outback,2015,175.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,33,25,640,27295,low,low
Subaru,Outback,2016,175.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,33,25,640,30695,low,mid
Subaru,Outback,2016,256.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,27,20,640,33395,low,mid
Subaru,Outback,2016,175.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,33,25,640,25295,low,low
Subaru,Outback,2016,175.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,33,25,640,27695,low,low
Subaru,Outback,2016,175.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,33,25,640,27395,low,low
Subaru,Outback,2016,175.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,33,25,640,24995,low,low
Subaru,Outback,2016,175.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,33,25,640,30395,low,mid
Subaru,Outback,2017,175.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,32,25,640,35995,low,mid
Subaru,Outback,2017,175.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,32,25,640,25645,low,low
Subaru,Outback,2017,256.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,27,20,640,34995,low,mid
Subaru,Outback,2017,175.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,32,25,640,27695,low,low
Subaru,Outback,2017,256.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,27,20,640,38195,low,mid
Subaru,Outback,2017,175.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,32,25,640,32390,low,mid
Mitsubishi,Outlander Sport,2015,148.0,4.0,AUTOMATIC,four wheel drive,4dr SUV,30,24,436,22195,low,low
Mitsubishi,Outlander Sport,2015,168.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,23,436,21295,low,low
Mitsubishi,Outlander Sport,2015,168.0,4.0,AUTOMATIC,four wheel drive,4dr SUV,26,23,436,22695,low,low
Mitsubishi,Outlander Sport,2015,168.0,4.0,AUTOMATIC,four wheel drive,4dr SUV,26,23,436,24995,low,low
Mitsubishi,Outlander Sport,2015,148.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,32,25,436,22795,low,low
Mitsubishi,Outlander Sport,2015,148.0,4.0,AUTOMATIC,four wheel drive,4dr SUV,30,24,436,24195,low,low
Mitsubishi,Outlander Sport,2015,148.0,4.0,MANUAL,front wheel drive,4dr SUV,30,24,436,19595,low,low
Mitsubishi,Outlander Sport,2015,148.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,32,25,436,20795,low,low
Mitsubishi,Outlander Sport,2015,168.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,23,436,23595,low,low
Mitsubishi,Outlander Sport,2016,168.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,23,436,23995,low,low
Mitsubishi,Outlander Sport,2016,148.0,4.0,AUTOMATIC,four wheel drive,4dr SUV,29,23,436,22195,low,low
Mitsubishi,Outlander Sport,2016,168.0,4.0,AUTOMATIC,four wheel drive,4dr SUV,27,22,436,22695,low,low
Mitsubishi,Outlander Sport,2016,168.0,4.0,AUTOMATIC,four wheel drive,4dr SUV,27,22,436,25395,low,low
Mitsubishi,Outlander Sport,2016,168.0,4.0,AUTOMATIC,four wheel drive,4dr SUV,27,22,436,23895,low,low
Mitsubishi,Outlander Sport,2016,168.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,23,436,22495,low,low
Mitsubishi,Outlander Sport,2016,168.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,23,436,21295,low,low
Mitsubishi,Outlander Sport,2016,148.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,31,24,436,20795,low,low
Mitsubishi,Outlander Sport,2016,148.0,4.0,MANUAL,front wheel drive,4dr SUV,29,23,436,19595,low,low
Mitsubishi,Outlander Sport,2016,168.0,4.0,AUTOMATIC,four wheel drive,4dr SUV,27,22,436,27395,low,low
Mitsubishi,Outlander Sport,2016,168.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,23,436,25995,low,low
Mitsubishi,Outlander Sport,2017,168.0,4.0,AUTOMATIC,four wheel drive,4dr SUV,27,22,436,24195,low,low
Mitsubishi,Outlander Sport,2017,148.0,4.0,AUTOMATIC,four wheel drive,4dr SUV,29,23,436,22495,low,low
Mitsubishi,Outlander Sport,2017,168.0,4.0,AUTOMATIC,four wheel drive,4dr SUV,27,22,436,25695,low,low
Mitsubishi,Outlander Sport,2017,148.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,30,24,436,20995,low,low
Mitsubishi,Outlander Sport,2017,168.0,4.0,AUTOMATIC,four wheel drive,4dr SUV,27,22,436,27695,low,low
Mitsubishi,Outlander Sport,2017,168.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,23,436,24195,low,low
Mitsubishi,Outlander Sport,2017,168.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,23,436,22695,low,low
Mitsubishi,Outlander Sport,2017,148.0,4.0,MANUAL,front wheel drive,4dr SUV,29,23,436,19795,low,low
Mitsubishi,Outlander,2015,166.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,29,24,436,26195,low,low
Mitsubishi,Outlander,2015,166.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,31,25,436,24195,low,low
Mitsubishi,Outlander,2015,224.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,28,20,436,28195,low,low
Mitsubishi,Outlander,2015,166.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,31,25,436,23195,low,low
Mitsubishi,Outlander,2016,224.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,27,20,436,30995,low,mid
Mitsubishi,Outlander,2016,166.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,31,25,436,24995,low,low
Mitsubishi,Outlander,2016,166.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,29,24,436,26995,low,low
Mitsubishi,Outlander,2016,166.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,31,25,436,22995,low,low
Mitsubishi,Outlander,2016,166.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,31,25,436,23995,low,low
Mitsubishi,Outlander,2016,166.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,29,24,436,25995,low,low
Mitsubishi,Outlander,2016,166.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,31,25,436,24995,low,low
Mitsubishi,Outlander,2017,224.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,27,20,436,31695,low,mid
Mitsubishi,Outlander,2017,166.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,30,25,436,24495,low,low
Mitsubishi,Outlander,2017,166.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,29,24,436,24995,low,low
Mitsubishi,Outlander,2017,166.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,29,24,436,27495,low,low
Mitsubishi,Outlander,2017,166.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,30,25,436,25495,low,low
Mitsubishi,Outlander,2017,166.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,29,24,436,26495,low,low
Mitsubishi,Outlander,2017,166.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,30,25,436,23495,low,low
Chrysler,Pacifica,2007,200.0,6.0,AUTOMATIC,front wheel drive,Wagon,23,16,1013,24460,low,low
Chrysler,Pacifica,2007,255.0,6.0,AUTOMATIC,front wheel drive,Wagon,22,15,1013,33775,low,mid
Chrysler,Pacifica,2007,255.0,6.0,AUTOMATIC,front wheel drive,Wagon,22,15,1013,27600,low,low
Chrysler,Pacifica,2007,255.0,6.0,AUTOMATIC,all wheel drive,Wagon,22,14,1013,27550,low,low
Chrysler,Pacifica,2007,255.0,6.0,AUTOMATIC,all wheel drive,Wagon,22,14,1013,35825,low,mid
Chrysler,Pacifica,2007,255.0,6.0,AUTOMATIC,all wheel drive,Wagon,22,14,1013,30250,low,mid
Chrysler,Pacifica,2008,253.0,6.0,AUTOMATIC,all wheel drive,Wagon,22,14,1013,30310,low,mid
Chrysler,Pacifica,2008,253.0,6.0,AUTOMATIC,all wheel drive,Wagon,22,14,1013,27225,low,low
Chrysler,Pacifica,2008,253.0,6.0,AUTOMATIC,front wheel drive,Wagon,23,15,1013,34150,low,mid
Chrysler,Pacifica,2008,253.0,6.0,AUTOMATIC,all wheel drive,Wagon,22,14,1013,36195,low,mid
Chrysler,Pacifica,2008,253.0,6.0,AUTOMATIC,front wheel drive,Wagon,23,15,1013,28265,low,low
Chrysler,Pacifica,2008,200.0,6.0,AUTOMATIC,front wheel drive,Wagon,22,15,1013,24635,low,low
Chrysler,Pacifica,2017,287.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,18,1013,42495,low,mid
Chrysler,Pacifica,2017,287.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,18,1013,30495,low,mid
Chrysler,Pacifica,2017,287.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,18,1013,28595,low,low
Chrysler,Pacifica,2017,287.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,18,1013,37895,low,mid
Chrysler,Pacifica,2017,287.0,6.0,AUTOMATIC,front wheel drive,Passenger Minivan,28,18,1013,34495,low,mid
Porsche,Panamera,2015,570.0,8.0,AUTOMATED_MANUAL,all wheel drive,Sedan,24,15,1715,200500,high,high
Porsche,Panamera,2015,310.0,6.0,AUTOMATED_MANUAL,all wheel drive,Sedan,27,18,1715,82800,high,high
Porsche,Panamera,2015,420.0,6.0,AUTOMATED_MANUAL,all wheel drive,Sedan,26,17,1715,125600,high,high
Porsche,Panamera,2015,420.0,6.0,AUTOMATED_MANUAL,rear wheel drive,Sedan,27,17,1715,93200,high,high
Porsche,Panamera,2015,420.0,6.0,AUTOMATED_MANUAL,all wheel drive,Sedan,27,17,1715,98300,high,high
Porsche,Panamera,2015,520.0,8.0,AUTOMATED_MANUAL,all wheel drive,Sedan,24,15,1715,161100,high,high
Porsche,Panamera,2015,520.0,8.0,AUTOMATED_MANUAL,all wheel drive,Sedan,24,15,1715,141300,high,high
Porsche,Panamera,2015,570.0,8.0,AUTOMATED_MANUAL,all wheel drive,Sedan,24,15,1715,180300,high,high
Porsche,Panamera,2015,440.0,8.0,AUTOMATED_MANUAL,all wheel drive,Sedan,24,16,1715,113400,high,high
Porsche,Panamera,2015,310.0,6.0,AUTOMATED_MANUAL,rear wheel drive,Sedan,28,18,1715,78100,high,high
Porsche,Panamera,2016,520.0,8.0,AUTOMATED_MANUAL,all wheel drive,Sedan,24,15,1715,161100,high,high
Porsche,Panamera,2016,310.0,6.0,AUTOMATED_MANUAL,all wheel drive,Sedan,27,18,1715,82800,high,high
Porsche,Panamera,2016,520.0,8.0,AUTOMATED_MANUAL,all wheel drive,Sedan,24,15,1715,141300,high,high
Porsche,Panamera,2016,570.0,8.0,AUTOMATED_MANUAL,all wheel drive,Sedan,24,15,1715,200500,high,high
Porsche,Panamera,2016,310.0,6.0,AUTOMATED_MANUAL,rear wheel drive,Sedan,28,18,1715,78100,high,high
Porsche,Panamera,2016,570.0,8.0,AUTOMATED_MANUAL,all wheel drive,Sedan,24,15,1715,180300,high,high
Porsche,Panamera,2016,310.0,6.0,AUTOMATED_MANUAL,rear wheel drive,Sedan,28,18,1715,80000,high,high
Porsche,Panamera,2016,440.0,8.0,AUTOMATED_MANUAL,all wheel drive,Sedan,24,16,1715,113400,high,high
Porsche,Panamera,2016,310.0,6.0,AUTOMATED_MANUAL,all wheel drive,Sedan,27,18,1715,84300,high,high
Porsche,Panamera,2016,420.0,6.0,AUTOMATED_MANUAL,rear wheel drive,Sedan,27,17,1715,93200,high,high
Porsche,Panamera,2016,420.0,6.0,AUTOMATED_MANUAL,all wheel drive,Sedan,26,17,1715,125600,high,high
Porsche,Panamera,2016,420.0,6.0,AUTOMATED_MANUAL,all wheel drive,Sedan,27,17,1715,98300,high,high
Buick,Park Avenue,2003,240.0,6.0,AUTOMATIC,front wheel drive,Sedan,25,16,155,39725,low,mid
Buick,Park Avenue,2003,205.0,6.0,AUTOMATIC,front wheel drive,Sedan,27,17,155,34600,low,mid
Buick,Park Avenue,2004,240.0,6.0,AUTOMATIC,front wheel drive,Sedan,26,16,155,40425,low,mid
Buick,Park Avenue,2004,205.0,6.0,AUTOMATIC,front wheel drive,Sedan,27,18,155,35250,low,mid
Buick,Park Avenue,2005,240.0,6.0,AUTOMATIC,front wheel drive,Sedan,26,17,155,40730,low,mid
Buick,Park Avenue,2005,205.0,6.0,AUTOMATIC,front wheel drive,Sedan,27,18,155,35555,low,mid
Rolls-Royce,Park Ward,2001,322.0,12.0,AUTOMATIC,rear wheel drive,Sedan,15,11,86,259900,high,high
Rolls-Royce,Park Ward,2002,322.0,12.0,AUTOMATIC,rear wheel drive,Sedan,15,11,86,262990,high,high
Toyota,Paseo,1995,100.0,4.0,MANUAL,front wheel drive,Coupe,33,25,2031,2000,low,low
Toyota,Paseo,1996,93.0,4.0,MANUAL,front wheel drive,Coupe,32,26,2031,2000,low,low
Toyota,Paseo,1997,93.0,4.0,MANUAL,front wheel drive,Coupe,34,26,2031,2000,low,low
Toyota,Paseo,1997,93.0,4.0,MANUAL,front wheel drive,Convertible,32,25,2031,2178,low,low
Volkswagen,Passat,2015,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,36,24,873,26280,low,low
Volkswagen,Passat,2015,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,Sedan,42,30,873,29125,low,low
Volkswagen,Passat,2015,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,36,24,873,22440,low,low
Volkswagen,Passat,2015,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,36,24,873,23995,low,low
Volkswagen,Passat,2015,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,Sedan,42,30,873,30850,low,mid
Volkswagen,Passat,2015,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,36,24,873,31790,low,mid
Volkswagen,Passat,2015,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,36,24,873,24375,low,low
Volkswagen,Passat,2015,170.0,4.0,MANUAL,front wheel drive,Sedan,35,24,873,21340,low,low
Volkswagen,Passat,2015,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,Sedan,42,30,873,33925,low,mid
Volkswagen,Passat,2015,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,36,24,873,28105,low,low
Volkswagen,Passat,2015,170.0,4.0,MANUAL,front wheel drive,Sedan,35,24,873,26915,low,low
Volkswagen,Passat,2015,150.0,4.0,MANUAL,front wheel drive,Sedan,44,30,873,27095,low,low
Volkswagen,Passat,2015,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,36,24,873,28115,low,low
Volkswagen,Passat,2015,280.0,6.0,AUTOMATIC,front wheel drive,Sedan,28,20,873,35995,low,mid
Volkswagen,Passat,2016,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,38,25,873,26280,low,low
Volkswagen,Passat,2016,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,38,25,873,34270,low,mid
Volkswagen,Passat,2016,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,38,25,873,30495,low,mid
Volkswagen,Passat,2016,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,38,25,873,24750,low,low
Volkswagen,Passat,2016,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,38,25,873,28410,low,low
Volkswagen,Passat,2016,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,38,25,873,23975,low,low
Volkswagen,Passat,2016,280.0,6.0,AUTOMATED_MANUAL,front wheel drive,Sedan,28,20,873,36835,low,mid
Volkswagen,Passat,2016,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,38,25,873,22440,low,low
Volkswagen,Passat,2017,280.0,6.0,AUTOMATED_MANUAL,front wheel drive,Sedan,28,20,873,29295,low,low
Volkswagen,Passat,2017,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,34,23,873,27995,low,low
Volkswagen,Passat,2017,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,34,23,873,22440,low,low
Volkswagen,Passat,2017,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,34,23,873,23975,low,low
Volkswagen,Passat,2017,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,34,23,873,30995,low,mid
Volkswagen,Passat,2017,170.0,4.0,AUTOMATIC,front wheel drive,Sedan,34,23,873,25495,low,low
Volkswagen,Passat,2017,280.0,6.0,AUTOMATED_MANUAL,front wheel drive,Sedan,28,20,873,33995,low,mid
Honda,Passport,2000,205.0,6.0,MANUAL,rear wheel drive,4dr SUV,18,15,2202,2452,low,low
Honda,Passport,2000,205.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,19,14,2202,2879,low,low
Honda,Passport,2000,205.0,6.0,AUTOMATIC,rear wheel drive,4dr SUV,19,15,2202,2715,low,low
Honda,Passport,2000,205.0,6.0,MANUAL,four wheel drive,4dr SUV,18,15,2202,2668,low,low
Honda,Passport,2001,205.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,19,15,2202,30500,low,mid
Honda,Passport,2001,205.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,19,15,2202,27300,low,low
Honda,Passport,2001,205.0,6.0,MANUAL,rear wheel drive,4dr SUV,19,15,2202,23000,low,low
Honda,Passport,2001,205.0,6.0,AUTOMATIC,rear wheel drive,4dr SUV,20,15,2202,24150,low,low
Honda,Passport,2001,205.0,6.0,AUTOMATIC,rear wheel drive,4dr SUV,20,15,2202,28050,low,low
Honda,Passport,2001,205.0,6.0,AUTOMATIC,rear wheel drive,4dr SUV,20,15,2202,26800,low,low
Honda,Passport,2001,205.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,19,15,2202,29250,low,low
Honda,Passport,2001,205.0,6.0,MANUAL,four wheel drive,4dr SUV,19,15,2202,26150,low,low
Honda,Passport,2002,205.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,19,15,2202,30900,low,mid
Honda,Passport,2002,205.0,6.0,MANUAL,four wheel drive,4dr SUV,19,15,2202,26450,low,low
Honda,Passport,2002,205.0,6.0,AUTOMATIC,rear wheel drive,4dr SUV,20,15,2202,24450,low,low
Honda,Passport,2002,205.0,6.0,AUTOMATIC,rear wheel drive,4dr SUV,20,15,2202,28450,low,low
Honda,Passport,2002,205.0,6.0,MANUAL,rear wheel drive,4dr SUV,19,15,2202,23300,low,low
Honda,Passport,2002,205.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,19,15,2202,29550,low,low
Honda,Passport,2002,205.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,19,15,2202,27600,low,low
Honda,Passport,2002,205.0,6.0,AUTOMATIC,rear wheel drive,4dr SUV,20,15,2202,27100,low,low
